"post_title","post_name","ID","post_excerpt","post_content","post_status","menu_order","post_date","post_parent","post_author","comment_status","sku","downloadable","virtual","visibility","stock","stock_status","backorders","manage_stock","regular_price","sale_price","weight","length","width","height","tax_status","tax_class","upsell_ids","crosssell_ids","featured","sale_price_dates_from","sale_price_dates_to","download_limit","download_expiry","product_url","button_text","meta:_yoast_wpseo_focuskw","meta:_yoast_wpseo_title","meta:_yoast_wpseo_metadesc","meta:_yoast_wpseo_metakeywords","images","downloadable_files","tax:language","tax:post_translations","tax:product_type","tax:product_visibility","tax:product_cat","tax:product_tag","tax:product_shipping_class","meta:total_sales","meta:wpseo_global_identifier_values","attribute:pa_akku","attribute_data:pa_akku","attribute_default:pa_akku","attribute:pa_anzahl-aufsaetze","attribute_data:pa_anzahl-aufsaetze","attribute_default:pa_anzahl-aufsaetze","attribute:pa_bruttogewicht-inkl-verp","attribute_data:pa_bruttogewicht-inkl-verp","attribute_default:pa_bruttogewicht-inkl-verp","attribute:pa_farbe","attribute_data:pa_farbe","attribute_default:pa_farbe","attribute:pa_fassungsvermoegen","attribute_data:pa_fassungsvermoegen","attribute_default:pa_fassungsvermoegen","attribute:pa_filtereinsatz","attribute_data:pa_filtereinsatz","attribute_default:pa_filtereinsatz","attribute:pa_geraeuschentwicklung","attribute_data:pa_geraeuschentwicklung","attribute_default:pa_geraeuschentwicklung","attribute:pa_gewicht","attribute_data:pa_gewicht","attribute_default:pa_gewicht","attribute:pa_ladezeit","attribute_data:pa_ladezeit","attribute_default:pa_ladezeit","attribute:pa_laufzeit-leistung-eco","attribute_data:pa_laufzeit-leistung-eco","attribute_default:pa_laufzeit-leistung-eco","attribute:pa_masse-des-produktes","attribute_data:pa_masse-des-produktes","attribute_default:pa_masse-des-produktes","attribute:pa_saugleistung","attribute_data:pa_saugleistung","attribute_default:pa_saugleistung","attribute:pa_saugstaerke","attribute_data:pa_saugstaerke","attribute_default:pa_saugstaerke","attribute:pa_saugstufen","attribute_data:pa_saugstufen","attribute_default:pa_saugstufen","attribute:pa_staubbeutel","attribute_data:pa_staubbeutel","attribute_default:pa_staubbeutel","attribute:pa_staubsaugertyp","attribute_data:pa_staubsaugertyp","attribute_default:pa_staubsaugertyp"
"SM 3584 Milchaufschäumer","sm-3584-milchaufschaeumer","7086","","","publish","0","2022-04-03 19:28:00","0","1","open","3584000","no","no","visible","100","instock","no","yes","59.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Milchaufschäumer","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SM 3585 Induktions-Milchaufschäumer Spuma 500","sm-3585-induktions-milchaufschaeumer-spuma-500","7089","","","publish","0","2022-04-03 19:28:00","0","1","open","3585000","no","no","visible","100","instock","no","yes","109.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Milchaufschäumer","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SM 3586 Induktions-Milchaufschäumer Spuma 700","sm-3586-induktions-milchaufschaeumer-spuma-700","7092","","","publish","0","2022-04-03 19:28:00","0","1","open","3586000","no","no","visible","100","instock","no","yes","119.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Milchaufschäumer","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SM 3587 Induktions-Milchaufschäumer Spuma 700 Plus","sm-3587-induktions-milchaufschaeumer-spuma-700-plus","7095","","","publish","0","2022-04-03 19:28:01","0","1","open","3587000","no","no","visible","100","instock","no","yes","139.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Milchaufschäumer","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SM 3590 Milchaufschäumer","sm-3590-milchaufschaeumer","7098","","","publish","0","2022-04-03 19:28:01","0","1","open","3590000","no","no","visible","100","instock","no","yes","12.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Milchaufschäumer","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BA 3210 Dampfbügeleisen","ba-3210-dampfbuegeleisen","7101","","","publish","0","2022-04-03 19:28:01","0","1","open","3210000","no","no","visible","100","instock","no","yes","39.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Bügeleisen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BA 3211 Bügeleisen","ba-3211-buegeleisen","7104","","","publish","0","2022-04-03 19:28:01","0","1","open","3211000","no","no","visible","100","instock","no","yes","24.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Bügeleisen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BA 3234 Reise-Dampfbügeleisen","ba-3234-reise-dampfbuegeleisen","7107","","","publish","0","2022-04-03 19:28:01","0","1","open","3234000","no","no","visible","100","instock","no","yes","24.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Bügeleisen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BA 3243 Dampfbügeleisen","ba-3243-dampfbuegeleisen","7110","","","publish","0","2022-04-03 19:28:01","0","1","open","3243000","no","no","visible","100","instock","no","yes","34.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Bügeleisen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BA 3261 Dampfbügeleisen","ba-3261-dampfbuegeleisen-2","7113","","","publish","0","2022-04-03 19:28:03","0","1","open","3261000","no","no","visible","100","instock","no","yes","32.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Bügeleisen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CS 7976 Fusselentferner","cs-7976-fusselentferner","7116","","","publish","0","2022-04-03 19:28:03","0","1","open","7976000","no","no","visible","100","instock","no","yes","12.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Bügeleisen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RB 7025 Saugroboter »chill®«","rb-7025-saugroboter-chill","7119","","","publish","0","2022-04-03 19:28:03","0","1","open","7025000","no","no","visible","100","instock","no","yes","149.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Saugroboter","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RB 7026 Saugroboter mit Fernbedienung","rb-7026-saugroboter-mit-fernbedienung","7122","","","publish","0","2022-04-03 19:28:03","0","1","open","7026000","no","no","visible","100","instock","no","yes","149.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Saugroboter","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BC 7035 Bodenstaubsauger mit Beutel »S`POWER® snowlight«","bc-7035-bodenstaubsauger-mit-beutel-spower-snowlight","7125","","","publish","0","2022-04-03 19:28:03","0","1","open","7035000","no","no","visible","100","instock","no","yes","99.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Bodenstaubsauger","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BC 7045 Bodenstaubsauger mit Beutel »S´POWER® snowwhite«","bc-7045-bodenstaubsauger-mit-beutel-spower-snowwhite","7128","","","publish","0","2022-04-03 19:28:03","0","1","open","7045000","no","no","visible","100","instock","no","yes","129.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Bodenstaubsauger","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BC 7047 Bodenstaubsauger mit Beutel","bc-7047-bodenstaubsauger-mit-beutel","7131","","","publish","0","2022-04-03 19:28:03","0","1","open","7047000","no","no","visible","100","instock","no","yes","139.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Bodenstaubsauger","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CY 7089 Beutelloser Zyklon-Bodenstaubsauger","cy-7089-beutelloser-zyklon-bodenstaubsauger","7134","","","publish","0","2022-04-03 19:28:03","0","1","open","7089000","no","no","visible","100","instock","no","yes","139.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Bodenstaubsauger","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HV 7144 3in1 Akku-Handstaubsauger »S´POWER® home & car Li 20«","hv-7144-3in1-akku-handstaubsauger-spower-home-car-li-20","7137","","","publish","0","2022-04-03 19:28:04","0","1","open","7144000","no","no","visible","100","instock","no","yes","44.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Handstaubsauger","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HV 7146 4in1 Akku-Handstaubsauger","hv-7146-4in1-akku-handstaubsauger","7140","","","publish","0","2022-04-03 19:28:04","0","1","open","7146000","no","no","visible","100","instock","no","yes","89.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Handstaubsauger","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HV 7153 Kabelloser 2in1 Hand- und Stielsauger","hv-7153-kabelloser-2in1-hand-und-stielsauger","7143","","","publish","0","2022-04-03 19:28:04","0","1","open","7153000","no","no","visible","100","instock","no","yes","149.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Akkustaubsauger","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HV 7164 Kabelloser 2in1 Hand- und Stielsauger - Anthrazit-Rot","hv-7164-kabelloser-2in1-hand-und-stielsauger-anthrazit-rot","7146","","","publish","0","2022-04-03 19:28:04","0","1","open","7164000","no","no","visible","100","instock","no","yes","219","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Akkustaubsauger","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HV 7168 Kabelloser 2in1 Hand- und Stielsauger - Schwarz-Granatrot","hv-7168-kabelloser-2in1-hand-und-stielsauger-schwarz-granatrot","7149","","","publish","0","2022-04-03 19:28:04","0","1","open","7168000","no","no","visible","100","instock","no","yes","319","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Akkustaubsauger","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HV 7184 - SEPURO - Akku Hand- und Stielsauger mit Staubbehälter","hv-7184-sepuro-akku-hand-und-stielsauger-mit-staubbehaelter","7152","","","publish","0","2022-04-03 19:28:04","0","1","open","7184000","no","no","visible","100","instock","no","yes","279","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Akkustaubsauger","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HV 7186 – SEPURO Pro - Akku Hand- und Stielsauger mit Staubbehälter","hv-7186-sepuro-pro-akku-hand-und-stielsauger-mit-staubbehaelter","7155","","","publish","0","2022-04-03 19:28:04","0","1","open","7186000","no","no","visible","100","instock","no","yes","349","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Akkustaubsauger","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PB 7210 XXL-Polsterdüse","pb-7210-xxl-polsterduese","7158","","","publish","0","2022-04-03 19:28:04","0","1","open","7210000","no","no","visible","100","instock","no","yes","29.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Zubehör","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SB 7211 Staubbeutel","sb-7211-staubbeutel","7161","","","publish","0","2022-04-03 19:28:04","0","1","open","7211000","no","no","visible","100","instock","no","yes","15.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Haushalt > Staubsauger > Zubehör","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
