"post_title","post_name","ID","post_excerpt","post_content","post_status","menu_order","post_date","post_parent","post_author","comment_status","sku","downloadable","virtual","visibility","stock","stock_status","backorders","manage_stock","regular_price","sale_price","weight","length","width","height","tax_status","tax_class","upsell_ids","crosssell_ids","featured","sale_price_dates_from","sale_price_dates_to","download_limit","download_expiry","product_url","button_text","meta:_yoast_wpseo_focuskw","meta:_yoast_wpseo_title","meta:_yoast_wpseo_metadesc","meta:_yoast_wpseo_metakeywords","images","downloadable_files","tax:language","tax:post_translations","tax:product_type","tax:product_visibility","tax:product_cat","tax:product_tag","tax:product_shipping_class","meta:total_sales","meta:wpseo_global_identifier_values","attribute:pa_akku","attribute_data:pa_akku","attribute_default:pa_akku","attribute:pa_anzahl-aufsaetze","attribute_data:pa_anzahl-aufsaetze","attribute_default:pa_anzahl-aufsaetze","attribute:pa_bruttogewicht-inkl-verp","attribute_data:pa_bruttogewicht-inkl-verp","attribute_default:pa_bruttogewicht-inkl-verp","attribute:pa_farbe","attribute_data:pa_farbe","attribute_default:pa_farbe","attribute:pa_fassungsvermoegen","attribute_data:pa_fassungsvermoegen","attribute_default:pa_fassungsvermoegen","attribute:pa_filtereinsatz","attribute_data:pa_filtereinsatz","attribute_default:pa_filtereinsatz","attribute:pa_geraeuschentwicklung","attribute_data:pa_geraeuschentwicklung","attribute_default:pa_geraeuschentwicklung","attribute:pa_gewicht","attribute_data:pa_gewicht","attribute_default:pa_gewicht","attribute:pa_ladezeit","attribute_data:pa_ladezeit","attribute_default:pa_ladezeit","attribute:pa_laufzeit-leistung-eco","attribute_data:pa_laufzeit-leistung-eco","attribute_default:pa_laufzeit-leistung-eco","attribute:pa_masse-des-produktes","attribute_data:pa_masse-des-produktes","attribute_default:pa_masse-des-produktes","attribute:pa_saugleistung","attribute_data:pa_saugleistung","attribute_default:pa_saugleistung","attribute:pa_saugstaerke","attribute_data:pa_saugstaerke","attribute_default:pa_saugstaerke","attribute:pa_saugstufen","attribute_data:pa_saugstufen","attribute_default:pa_saugstufen","attribute:pa_staubbeutel","attribute_data:pa_staubbeutel","attribute_default:pa_staubbeutel","attribute:pa_staubsaugertyp","attribute_data:pa_staubsaugertyp","attribute_default:pa_staubsaugertyp"
"KM 3866 Kabelloser Akku-Universalzerkleinerer","km-3866-kabelloser-akku-universalzerkleinerer","6918","","","publish","0","2022-04-03 19:27:53","0","1","open","3866000","no","no","visible","100","instock","no","yes","79.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Mixen und Zerkleinern > Zerkleinerer","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SM 3710 Standmixer","sm-3710-standmixer","6921","","","publish","0","2022-04-03 19:27:54","0","1","open","3710000","no","no","visible","100","instock","no","yes","119.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Mixen und Zerkleinern > Standmixer","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SM 3718 Standmixer","sm-3718-standmixer","6924","","","publish","0","2022-04-03 19:27:54","0","1","open","3718000","no","no","visible","100","instock","no","yes","64.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Mixen und Zerkleinern > Standmixer","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SM 3734 Standmixer","sm-3734-standmixer","6927","","","publish","0","2022-04-03 19:27:54","0","1","open","3734000","no","no","visible","100","instock","no","yes","59.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Mixen und Zerkleinern > Standmixer","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SM 3735 Smoothie Mix & Go","sm-3735-smoothie-mix-go","6930","","","publish","0","2022-04-03 19:27:54","0","1","open","3735000","no","no","visible","100","instock","no","yes","39.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Mixen und Zerkleinern > Standmixer","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SM 3737 Multimixer + Smoothie Mix & Go","sm-3737-multimixer-smoothie-mix-go","6933","","","publish","0","2022-04-03 19:27:54","0","1","open","3737000","no","no","visible","100","instock","no","yes","69.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Mixen und Zerkleinern > Standmixer","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SM 3736 Stabmixer","sm-3736-stabmixer","6936","","","publish","0","2022-04-03 19:27:55","0","1","open","3736000","no","no","visible","100","instock","no","yes","17.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Mixen und Zerkleinern > Stabmixer","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SM 3792 Stabmixer","sm-3792-stabmixer","6939","","","publish","0","2022-04-03 19:27:55","0","1","open","3792000","no","no","visible","100","instock","no","yes","34.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Mixen und Zerkleinern > Stabmixer","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SM 3795 Stabmixer","sm-3795-stabmixer","6942","","","publish","0","2022-04-03 19:27:55","0","1","open","3795000","no","no","visible","100","instock","no","yes","34.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Mixen und Zerkleinern > Stabmixer","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SM 3798 Stabmixer-Set","sm-3798-stabmixer-set","6945","","","publish","0","2022-04-03 19:27:55","0","1","open","3798000","no","no","visible","100","instock","no","yes","49.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Mixen und Zerkleinern > Stabmixer","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HM 3820 Handmixer","hm-3820-handmixer","6948","","","publish","0","2022-04-03 19:27:55","0","1","open","3820000","no","no","visible","100","instock","no","yes","29.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Mixen und Zerkleinern > Handmixer","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HM 3830 Handmixer","hm-3830-handmixer","6951","","","publish","0","2022-04-03 19:27:55","0","1","open","3830000","no","no","visible","100","instock","no","yes","34.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Mixen und Zerkleinern > Handmixer","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HM 3832 Handmixer","hm-3832-handmixer","6954","","","publish","0","2022-04-03 19:27:55","0","1","open","3832000","no","no","visible","100","instock","no","yes","39.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Mixen und Zerkleinern > Handmixer","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HM 3827 Handmixer","hm-3827-handmixer","6957","","","publish","0","2022-04-03 19:27:55","0","1","open","3827000","no","no","visible","100","instock","no","yes","24.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Küche > Mixen und Zerkleinern > Handmixer","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TO 2045 Back- und Toastofen","to-2045-back-und-toastofen","6960","","","publish","0","2022-04-03 19:27:55","0","1","open","2045000","no","no","visible","100","instock","no","yes","119.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Backen > Backöfen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TO 2052 Mini Back- und Toastofen","to-2052-mini-back-und-toastofen","6963","","","publish","0","2022-04-03 19:27:55","0","1","open","2052000","no","no","visible","100","instock","no","yes","69.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Backen > Backöfen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TO 2056 Back- und Toastofen","to-2056-back-und-toastofen","6966","","","publish","0","2022-04-03 19:27:56","0","1","open","2056000","no","no","visible","100","instock","no","yes","169.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Backen > Backöfen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TO 2058 Back- und Toastofen","to-2058-back-und-toastofen","6969","","","publish","0","2022-04-03 19:27:56","0","1","open","2058000","no","no","visible","100","instock","no","yes","199.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Backen > Backöfen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TO 2070 Back- und Toastofen","to-2070-back-und-toastofen","6972","","","publish","0","2022-04-03 19:27:56","0","1","open","2070000","no","no","visible","100","instock","no","yes","159.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Backen > Backöfen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TO 2071 Back- und Toastofen mit Umluftfunktion","to-2071-back-und-toastofen-mit-umluftfunktion","6975","","","publish","0","2022-04-03 19:27:56","0","1","open","2071000","no","no","visible","100","instock","no","yes","169.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Backen > Backöfen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TO 2073 XXL-Back- und Toastofen","to-2073-xxl-back-und-toastofen","6978","","","publish","0","2022-04-03 19:27:56","0","1","open","2073000","no","no","visible","100","instock","no","yes","269","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Backen > Backöfen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TO 2074 Back-und Toastofen mit Kochplatten","to-2074-back-und-toastofen-mit-kochplatten","6981","","","publish","0","2022-04-03 19:27:56","0","1","open","2074000","no","no","visible","100","instock","no","yes","249","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Backen > Backöfen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HA 2082 Hörnchenautomat","ha-2082-hoernchenautomat","6984","","","publish","0","2022-04-03 19:27:56","0","1","open","2082000","no","no","visible","100","instock","no","yes","39.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Backen > Waffeleisen &amp; Hörnchenautomaten","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WA 2103 Waffeleisen","wa-2103-waffeleisen","6987","","","publish","0","2022-04-03 19:27:56","0","1","open","2103000","no","no","visible","100","instock","no","yes","39.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Backen > Waffeleisen &amp; Hörnchenautomaten","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WA 2106 Duo-Waffeleisen","wa-2106-duo-waffeleisen","6990","","","publish","0","2022-04-03 19:27:56","0","1","open","2106000","no","no","visible","100","instock","no","yes","44.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Backen > Waffeleisen &amp; Hörnchenautomaten","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CM 2198 Crêpes Maker","cm-2198-crepes-maker","6993","","","publish","0","2022-04-03 19:27:57","0","1","open","2198000","no","no","visible","100","instock","no","yes","44.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Backen > Crêpes Maker","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CM 2199 Crêpes Maker","cm-2199-crepes-maker","6996","","","publish","0","2022-04-03 19:27:57","0","1","open","2199000","no","no","visible","100","instock","no","yes","89.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Backen > Crêpes Maker","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 4478 Kaffeemaschine","ka-4478-kaffeemaschine","6999","","","publish","0","2022-04-03 19:27:57","0","1","open","4478000","no","no","visible","100","instock","no","yes","34.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 4479 Kaffeemaschine","ka-4479-kaffeemaschine","7002","","","publish","0","2022-04-03 19:27:57","0","1","open","4479000","no","no","visible","100","instock","no","yes","34.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 4808 Kompakt Filterkaffeemaschine","ka-4808-kompakt-filterkaffeemaschine","7005","","","publish","0","2022-04-03 19:27:57","0","1","open","4808000","no","no","visible","100","instock","no","yes","39.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 4813 Filterkaffeemaschine mit Edelstahl-Mahlwerk","ka-4813-filterkaffeemaschine-mit-edelstahl-mahlwerk","7008","","","publish","0","2022-04-03 19:27:57","0","1","open","4813000","no","no","visible","100","instock","no","yes","199.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 4814 Filterkaffeemaschine mit Edelstahl-Mahlwerk und Thermokanne","ka-4814-filterkaffeemaschine-mit-edelstahl-mahlwerk-und-thermokanne","7011","","","publish","0","2022-04-03 19:27:57","0","1","open","4814000","no","no","visible","100","instock","no","yes","219","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 4815 Kaffeemaschine Type - Schwarz","ka-4815-kaffeemaschine-type-schwarz","7014","","","publish","0","2022-04-03 19:27:58","0","1","open","4815000","no","no","visible","100","instock","no","yes","44.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 4816 Filterkaffeemaschine Type - Weiss","ka-4816-filterkaffeemaschine-type-weiss","7017","","","publish","0","2022-04-03 19:27:58","0","1","open","4816000","no","no","visible","100","instock","no","yes","44.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 4817 Kaffeemaschine Type - Fire Red","ka-4817-kaffeemaschine-type-fire-red","7020","","","publish","0","2022-04-03 19:27:58","0","1","open","4817000","no","no","visible","100","instock","no","yes","59.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 4822 Kaffeemaschine Type - Edelstahl","ka-4822-kaffeemaschine-type-edelstahl","7023","","","publish","0","2022-04-03 19:27:58","0","1","open","4822000","no","no","visible","100","instock","no","yes","49.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 4825 Kaffeemaschine TypeSwitch - Glaskanne","ka-4825-kaffeemaschine-typeswitch-glaskanne","7026","","","publish","0","2022-04-03 19:27:58","0","1","open","4825000","no","no","visible","100","instock","no","yes","59.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 4826 Kaffeemaschine TypeSwitch Timer","ka-4826-kaffeemaschine-typeswitch-timer","7029","","","publish","0","2022-04-03 19:27:58","0","1","open","4826000","no","no","visible","100","instock","no","yes","69.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 4835 Kaffeemaschine Type - Thermokanne","ka-4835-kaffeemaschine-type-thermokanne","7032","","","publish","0","2022-04-03 19:27:58","0","1","open","4835000","no","no","visible","100","instock","no","yes","69.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 4845 Kaffeemaschine TypeSwitch - Thermokanne","ka-4845-kaffeemaschine-typeswitch-thermokanne","7035","","","publish","0","2022-04-03 19:27:58","0","1","open","4845000","no","no","visible","100","instock","no","yes","79.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 5760 Filterkaffeemaschine Caprice - Glaskanne","ka-5760-filterkaffeemaschine-caprice-glaskanne","7038","","","publish","0","2022-04-03 19:27:58","0","1","open","5760000","no","no","visible","100","instock","no","yes","149.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 5761 Filterkaffeemaschine Caprice - Thermokanne","ka-5761-filterkaffeemaschine-caprice-thermokanne","7041","","","publish","0","2022-04-03 19:27:58","0","1","open","5761000","no","no","visible","100","instock","no","yes","179.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 5829 Duo-Filterkaffeemaschine mit 2 Thermokannen - Schwarz","ka-5829-duo-filterkaffeemaschine-mit-2-thermokannen-schwarz","7044","","","publish","0","2022-04-03 19:27:58","0","1","open","5829000","no","no","visible","100","instock","no","yes","149.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 5830 Duo-Filterkaffeemaschine mit 2 Thermokannen - Weiss","ka-5830-duo-filterkaffeemaschine-mit-2-thermokannen-weiss","7047","","","publish","0","2022-04-03 19:27:59","0","1","open","5830000","no","no","visible","100","instock","no","yes","149.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 9250 Filterkaffeemaschine mit Thermokanne","ka-9250-filterkaffeemaschine-mit-thermokanne","7050","","","publish","0","2022-04-03 19:27:59","0","1","open","9250000","no","no","visible","100","instock","no","yes","59.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 9252 Filterkaffeemaschine mit 2 Thermokannen","ka-9252-filterkaffeemaschine-mit-2-thermokannen","7053","","","publish","0","2022-04-03 19:27:59","0","1","open","9252000","no","no","visible","100","instock","no","yes","79.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 9253 Filterkaffeemaschine mit 2 Thermokannen","ka-9253-filterkaffeemaschine-mit-2-thermokannen","7056","","","publish","0","2022-04-03 19:27:59","0","1","open","9253000","no","no","visible","100","instock","no","yes","89.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 9254 Filterkaffeemaschine mit Thermokanne","ka-9254-filterkaffeemaschine-mit-thermokanne","7059","","","publish","0","2022-04-03 19:27:59","0","1","open","9254000","no","no","visible","100","instock","no","yes","59.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 9256 Filterkaffeemaschine mit 2 Thermokannen","ka-9256-filterkaffeemaschine-mit-2-thermokannen","7062","","","publish","0","2022-04-03 19:27:59","0","1","open","9256000","no","no","visible","100","instock","no","yes","79.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 9554 Filterkaffeemaschine Type - Schwarz-matt","ka-9554-filterkaffeemaschine-type-schwarz-matt","7065","","","publish","0","2022-04-03 19:28:00","0","1","open","9554000","no","no","visible","100","instock","no","yes","59.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Filterkaffeemaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 5978 Espressoautomat","ka-5978-espressoautomat","7068","","","publish","0","2022-04-03 19:28:00","0","1","open","5978000","no","no","visible","100","instock","no","yes","69.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Siebträgermaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 5994 Espressomaschine „Espresa“","ka-5994-espressomaschine-espresa","7071","","","publish","0","2022-04-03 19:28:00","0","1","open","5994000","no","no","visible","100","instock","no","yes","179.9","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Siebträgermaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KA 9270 Espressomaschine „Espresa Plus“ - Grün Limited Edition","ka-9270-espressomaschine-espresa-plus-gruen-limited-edition","7074","","","publish","0","2022-04-03 19:28:00","0","1","open","9270000","no","no","visible","100","instock","no","yes","229","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Siebträgermaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZB 5996 Barista-Starterset Siebträgermaschinen","zb-5996-barista-starterset-siebtraegermaschinen","7077","","","publish","0","2022-04-03 19:28:00","0","1","open","5996000","no","no","visible","100","instock","no","yes","44.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemaschinen > Siebträgermaschinen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KM 3874 Mahlwerk-Kaffeemühle","km-3874-mahlwerk-kaffeemuehle","7080","","","publish","0","2022-04-03 19:28:00","0","1","open","3874000","no","no","visible","100","instock","no","yes","59.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemühlen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KM 3879 Kaffee- und Gewürzmühle","km-3879-kaffee-und-gewuerzmuehle","7083","","","publish","0","2022-04-03 19:28:00","0","1","open","3879000","no","no","visible","100","instock","no","yes","34.99","","","","","","taxable","standard","","","no","","","","","","","","","","","","","de-de","","simple","exclude_from_catalog|exclude_from_search","Kaffee > Kaffeemühlen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
